5,5,4,0
5,5,3,5
5,5,5,3
5,5,1,1
5,5,5,0
3,5,5,0
5,5,3,0
5,5,5,3
5,5,5,1
5,5,5,5
2,5,3,3
5,5,5,3
5,5,5,3
5,5,3,3
5,5,4,3
5,5,1,1
5,5,3,0
5,5,5,0
5,5,1,4
5,5,3,0
3,5,5,5
5,5,5,4
5,5,5,3
5,5,3,5
5,5,5,0
5,5,5,5
5,5,5,5
5,3,3,5
5,5,5,0
5,5,5,5
3,5,3,0
