5,7
3,10
5,7
2,10
3,10
5,10
5,6
4,4
5,5
3,7
3,10
3,10
3,10
2,10
3,5
3,2
3,10
2,10
3,7
3,5
5,7
2,7
1,8
2,2
4,10
2,6
3,10
4,7
3,10
2,2
1,10
3,2
