5,5,5
5,5,10
5,5,5
4,5,5
5,4,5
5,5,10
3,1,2
5,5,8
5,5,5
5,5,10
5,5,8
5,4,10
5,5,8
5,5,10
5,5,10
5,5,10
5,4,5
5,5,5
4,3,10
5,4,5
5,3,7
5,5,10
5,5,5
4,4,5
1,1,0
5,4,10
5,4,10
5,4,10
5,5,10
5,4,3
5,5,10
5,5,10
